,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
629,"frozenset({'4', 'yes', '0', '1'})",frozenset({'no'}),0.12658227848101267,0.7063291139240506,0.10126582278481013,0.7999999999999999,1.1326164874551972,1.0,0.011857074186829034,1.4683544303797464,0.13405797101449277,0.13840830449826988,0.3189655172413791,0.47168458781362005
166,"frozenset({'4', '1'})",frozenset({'no'}),0.1518987341772152,0.7063291139240506,0.12151898734177215,0.7999999999999999,1.1326164874551972,1.0,0.014228489024194838,1.4683544303797464,0.1380597014925373,0.16494845360824742,0.3189655172413791,0.48602150537634403
613,"frozenset({'4', '1'})","frozenset({'no', 'low', '0'})",0.1518987341772152,0.6075949367088608,0.10379746835443038,0.6833333333333333,1.1246527777777777,1.0,0.011504566575869249,1.239173884077282,0.13068802329814339,0.1583011583011583,0.19301075268817205,0.42708333333333337
224,frozenset({'4'}),"frozenset({'no', 'yes'})",0.21772151898734177,0.579746835443038,0.14177215189873418,0.6511627906976745,1.1231847263125827,1.0,0.015548790257971484,1.2047257383966248,0.1401987979657883,0.2162162162162162,0.16993555617820133,0.44785213770691584
286,"frozenset({'4', '1'})","frozenset({'no', '0'})",0.1518987341772152,0.6531645569620254,0.11139240506329114,0.7333333333333333,1.1227390180878551,1.0,0.012177535651337917,1.3006329113924047,0.1289009497964721,0.16058394160583941,0.2311435523114353,0.451937984496124
548,frozenset({'4'}),"frozenset({'no', 'yes', 'low'})",0.21772151898734177,0.5392405063291139,0.13164556962025317,0.6046511627906977,1.1213014521235944,1.0,0.014241307482775203,1.165450483991065,0.13828727906397817,0.2105263157894737,0.14196268847431656,0.42439130909487943
409,frozenset({'4'}),"frozenset({'no', 'yes', '0'})",0.21772151898734177,0.5392405063291139,0.13164556962025317,0.6046511627906977,1.1213014521235944,1.0,0.014241307482775203,1.165450483991065,0.13828727906397817,0.2105263157894737,0.14196268847431656,0.42439130909487943
408,"frozenset({'4', '0'})","frozenset({'no', 'yes'})",0.20253164556962025,0.579746835443038,0.13164556962025317,0.65,1.1211790393013101,1.0,0.014228489024194851,1.200723327305606,0.13553113553113563,0.20233463035019458,0.16716867469879526,0.43853711790393013
111,"frozenset({'5', '0'})",frozenset({'yes'}),0.12151898734177215,0.8734177215189873,0.1189873417721519,0.9791666666666666,1.121074879227053,1.0,0.0128505047268066,6.075949367088597,0.12293825495125389,0.13583815028901733,0.8354166666666664,0.5576992753623188
411,"frozenset({'5', 'low', '0'})",frozenset({'yes'}),0.11392405063291139,0.8734177215189873,0.11139240506329114,0.9777777777777777,1.1194847020933978,1.0,0.01188912033327992,5.696202531645562,0.12045454545454543,0.1271676300578035,0.8244444444444442,0.5526570048309178
416,frozenset({'5'}),"frozenset({'yes', 'low', '0'})",0.1341772151898734,0.7417721518987341,0.11139240506329114,0.8301886792452831,1.1191963423272588,1.0,0.011863483416119217,1.5206751054852328,0.12300637958532701,0.1456953642384106,0.342397336293008,0.49017966385472345
486,"frozenset({'4', 'low', '1'})",frozenset({'no'}),0.14430379746835442,0.7063291139240506,0.11392405063291139,0.7894736842105263,1.1177136389360498,1.0,0.011998077231212947,1.3949367088607596,0.12307692307692308,0.15463917525773196,0.28312159709618884,0.47538200339558573
753,"frozenset({'1', 'low', '3', '0'})","frozenset({'no', 'yes'})",0.2,0.579746835443038,0.1291139240506329,0.6455696202531644,1.11353711790393,1.0,0.013164556962025314,1.1857142857142855,0.12745098039215685,0.19844357976653698,0.15662650602409617,0.4341385219169752
706,"frozenset({'4', '0'})","frozenset({'no', 'yes', 'low'})",0.20253164556962025,0.5392405063291139,0.12151898734177215,0.6,1.1126760563380282,1.0,0.01230572023714148,1.1518987341772151,0.12698412698412692,0.19591836734693877,0.13186813186813184,0.4126760563380282
498,"frozenset({'4', 'yes', '1'})",frozenset({'no'}),0.14177215189873418,0.7063291139240506,0.11139240506329114,0.7857142857142857,1.1123911930363544,1.0,0.011254606633552308,1.370464135021097,0.11772593188522384,0.1512027491408935,0.27032019704433496,0.47171018945212495
737,"frozenset({'4', 'yes', '1'})","frozenset({'no', 'low'})",0.14177215189873418,0.6582278481012658,0.10379746835443038,0.7321428571428571,1.112293956043956,1.0,0.010479089889440796,1.2759493670886075,0.11763436218432982,0.1490909090909091,0.21626984126984122,0.4449175824175824
395,frozenset({'4'}),"frozenset({'no', 'low', '0'})",0.21772151898734177,0.6075949367088608,0.1468354430379747,0.6744186046511629,1.1099806201550388,1.0,0.014548950488703749,1.2052441229656423,0.12665997098538123,0.2164179104477612,0.170292573143286,0.4580426356589148
227,frozenset({'5'}),"frozenset({'yes', 'low'})",0.1341772151898734,0.8,0.1189873417721519,0.8867924528301887,1.1084905660377358,1.0,0.011645569620253163,1.7666666666666666,0.11303969142714942,0.14596273291925463,0.4339622641509434,0.5177633150226892
547,"frozenset({'4', 'low'})","frozenset({'no', 'yes'})",0.20506329113924052,0.579746835443038,0.13164556962025317,0.6419753086419753,1.107337322766726,1.0,0.012760775516744122,1.1738105630728939,0.12193777560019607,0.20155038759689925,0.14807377658783277,0.4345247722249178
494,"frozenset({'4', '1'})","frozenset({'yes', 'low'})",0.1518987341772152,0.8,0.1341772151898734,0.8833333333333333,1.1041666666666665,1.0,0.01265822784810125,1.7142857142857135,0.11123627147282443,0.1640866873065015,0.4166666666666664,0.5255274261603375
703,"frozenset({'4', 'low', '0'})","frozenset({'no', 'yes'})",0.189873417721519,0.579746835443038,0.12151898734177215,0.6399999999999999,1.1039301310043668,1.0,0.011440474282967461,1.1673699015471164,0.11621093749999989,0.1875,0.14337349397590343,0.42480349344978163
103,frozenset({'4'}),"frozenset({'no', '0'})",0.21772151898734177,0.6531645569620254,0.1569620253164557,0.7209302325581396,1.1037497746529656,1.0,0.014754045825989437,1.2428270042194094,0.12015868044681084,0.21985815602836878,0.19538278730266517,0.4806201550387597
394,"frozenset({'4', '0'})","frozenset({'no', 'low'})",0.20253164556962025,0.6582278481012658,0.1468354430379747,0.7250000000000001,1.1014423076923079,1.0,0.013523473802275282,1.2428078250863066,0.11548987411056381,0.20567375886524825,0.19537037037037075,0.4740384615384616
611,"frozenset({'4', 'low', '1'})","frozenset({'no', '0'})",0.14430379746835442,0.6531645569620254,0.10379746835443038,0.7192982456140351,1.10125118999048,1.0,0.00954334241307482,1.2356012658227848,0.10744696204358485,0.14963503649635035,0.19067742348572156,0.4391064871481028
112,frozenset({'5'}),"frozenset({'yes', '0'})",0.1341772151898734,0.8075949367088607,0.1189873417721519,0.8867924528301887,1.098065889868102,1.0,0.010626502163114893,1.6995780590717307,0.1031479407739207,0.14461538461538462,0.4116186693147966,0.5170639380138404
102,"frozenset({'4', '0'})",frozenset({'no'}),0.20253164556962025,0.7063291139240506,0.1569620253164557,0.775,1.0972222222222223,1.0,0.013908027559685954,1.3052039381153306,0.11111111111111116,0.20875420875420875,0.23383620689655182,0.4986111111111111
393,"frozenset({'4', 'low'})","frozenset({'no', '0'})",0.20506329113924052,0.6531645569620254,0.1468354430379747,0.7160493827160493,1.0962771557086801,1.0,0.012895369331837825,1.2214639515685193,0.1104766088293431,0.20640569395017794,0.18131026403532466,0.47042779213321845
218,frozenset({'4'}),"frozenset({'no', 'low'})",0.21772151898734177,0.6582278481012658,0.1569620253164557,0.7209302325581396,1.0952593917710198,1.0,0.013651658388078858,1.224683544303798,0.111180707798309,0.21830985915492956,0.18346253229974188,0.47969588550983905
733,"frozenset({'4', 'yes', 'low', '1'})",frozenset({'no'}),0.1341772151898734,0.7063291139240506,0.10379746835443038,0.7735849056603774,1.0952187732467709,1.0,0.009024194840570432,1.29704641350211,0.10041363571530465,0.140893470790378,0.22901756668835413,0.46026915533914925
391,"frozenset({'4', 'low', '0'})",frozenset({'no'}),0.189873417721519,0.7063291139240506,0.1468354430379747,0.7733333333333333,1.0948626045400238,1.0,0.012722320141003052,1.2956068503350706,0.10695043103448282,0.19594594594594594,0.22816091954022985,0.4906093189964158
634,"frozenset({'4', 'yes', '1'})","frozenset({'no', '0'})",0.14177215189873418,0.6531645569620254,0.10126582278481013,0.7142857142857142,1.0935769656699887,1.0,0.00866527800032045,1.2139240506329108,0.09970501474926241,0.145985401459854,0.17622523461939485,0.43466223698781836
729,"frozenset({'low', '3', '1'})","frozenset({'no', 'yes'})",0.22784810126582278,0.579746835443038,0.14430379746835442,0.6333333333333333,1.0924308588064047,1.0,0.012209581797788804,1.14614499424626,0.1095772217428817,0.21755725190839695,0.12751004016064255,0.4411208151382824
413,"frozenset({'5', 'low'})","frozenset({'yes', '0'})",0.12658227848101267,0.8075949367088607,0.11139240506329114,0.8799999999999999,1.089655172413793,1.0,0.009165197884954332,1.6033755274261592,0.09420289855072463,0.13538461538461538,0.3763157894736837,0.5089655172413793
620,"frozenset({'4', '0', '1'})","frozenset({'yes', 'low'})",0.13670886075949368,0.8,0.1189873417721519,0.8703703703703703,1.0879629629629628,1.0,0.009620253164556947,1.5428571428571423,0.09365445810195282,0.14551083591331265,0.3518518518518516,0.5095522737927801
32,frozenset({'4'}),frozenset({'no'}),0.21772151898734177,0.7063291139240506,0.1670886075949367,0.7674418604651163,1.086521630407602,1.0,0.013305560006409228,1.2627848101265824,0.10179464548396587,0.22073578595317725,0.20809943865276678,0.5020005001250313
217,"frozenset({'4', 'low'})",frozenset({'no'}),0.20506329113924052,0.7063291139240506,0.1569620253164557,0.7654320987654321,1.083676268861454,1.0,0.012119852587726326,1.2519653564290472,0.09713375796178345,0.2080536912751678,0.20125585355470402,0.49382716049382713
734,"frozenset({'no', '4', 'yes'})","frozenset({'low', '1'})",0.14177215189873418,0.6759493670886076,0.10379746835443038,0.7321428571428571,1.0831326912787584,1.0,0.007966672007691064,1.2097890295358646,0.08943089430894297,0.1453900709219858,0.17340959821428545,0.44285045478865703
639,"frozenset({'high', 'low', '0', '1'})",frozenset({'yes'}),0.13924050632911392,0.8734177215189873,0.13164556962025317,0.9454545454545455,1.0824769433465087,1.0,0.010030443839128364,2.320675105485236,0.08851809954751147,0.14942528735632185,0.5690909090909099,0.5480895915678525
35,frozenset({'5'}),frozenset({'yes'}),0.1341772151898734,0.8734177215189873,0.12658227848101267,0.9433962264150945,1.0801203171998908,1.0,0.009389520910110569,2.2362869198312287,0.08567251461988312,0.14367816091954022,0.5528301886792463,0.5441618813234893
176,frozenset({'high'}),"frozenset({'yes', '1'})",0.30886075949367087,0.6531645569620254,0.21772151898734177,0.7049180327868853,1.0792349726775956,1.0,0.015984617849703564,1.1753867791842474,0.10622710622710616,0.2925170068027211,0.14921622591839168,0.5191256830601093
225,"frozenset({'5', 'low'})",frozenset({'yes'}),0.12658227848101267,0.8734177215189873,0.1189873417721519,0.94,1.076231884057971,1.0,0.008428136516583876,2.109704641350209,0.08109774899784146,0.13505747126436782,0.5259999999999996,0.5381159420289855
506,"frozenset({'high', 'low', '1'})",frozenset({'yes'}),0.1670886075949367,0.8734177215189873,0.1569620253164557,0.9393939393939394,1.0755379885814669,1.0,0.011023874379105902,2.0886075949367107,0.08432199235219132,0.17765042979942694,0.5212121212121217,0.5595520421607378
631,"frozenset({'no', '4', 'yes'})","frozenset({'0', '1'})",0.14177215189873418,0.6658227848101266,0.10126582278481013,0.7142857142857142,1.0727865290602931,1.0,0.006870693799070654,1.1696202531645565,0.07905604719764003,0.14336917562724014,0.14502164502164475,0.43318848451928293
303,"frozenset({'high', '0', '1'})",frozenset({'yes'}),0.19746835443037974,0.8734177215189873,0.1848101265822785,0.935897435897436,1.071534745447789,1.0,0.01233776638359238,1.974683544303801,0.08318568774037427,0.2085714285714286,0.49358974358974456,0.5737458193979934
601,"frozenset({'1', '3', '0'})","frozenset({'no', 'yes'})",0.23291139240506328,0.579746835443038,0.14430379746835442,0.6195652173913043,1.0686823618758305,1.0,0.009274154782887345,1.1046654611211573,0.08378206241676787,0.21590909090909088,0.09474855945521214,0.4342367571672679
168,"frozenset({'4', '1'})",frozenset({'yes'}),0.1518987341772152,0.8734177215189873,0.14177215189873418,0.9333333333333333,1.068599033816425,1.0,0.009101105592052572,1.8987341772151904,0.07569296375266538,0.16045845272206305,0.4733333333333335,0.5478260869565218
736,"frozenset({'no', '4', '1'})","frozenset({'yes', 'low'})",0.12151898734177215,0.8,0.10379746835443038,0.8541666666666666,1.0677083333333333,1.0,0.006582278481012657,1.3714285714285708,0.07218668728474027,0.12693498452012383,0.270833333333333,0.4919567510548523
457,"frozenset({'2', 'no'})","frozenset({'low', '1'})",0.189873417721519,0.6759493670886076,0.13670886075949368,0.72,1.0651685393258425,1.0,0.008364044223682088,1.1573236889692584,0.0755208333333332,0.18749999999999997,0.1359374999999998,0.461123595505618
491,"frozenset({'4', 'low', '1'})",frozenset({'yes'}),0.14430379746835442,0.8734177215189873,0.1341772151898734,0.9298245614035088,1.0645817442156116,1.0,0.008139721198525879,1.8037974683544307,0.07089427263592722,0.15186246418338106,0.44561403508771935,0.5417238749046529
676,"frozenset({'no', 'yes'})","frozenset({'low', '0', '1'})",0.579746835443038,0.6075949367088608,0.37468354430379747,0.646288209606987,1.0636826783114994,1.0,0.022432302515622504,1.1093920925144556,0.14246173884728106,0.4610591900311526,0.09860543738554738,0.6314774381368269
674,"frozenset({'low', '0', '1'})","frozenset({'no', 'yes'})",0.6075949367088608,0.579746835443038,0.37468354430379747,0.6166666666666667,1.0636826783114994,1.0,0.022432302515622504,1.096312603192075,0.1525719267654752,0.4610591900311526,0.08785140562249007,0.6314774381368269
651,"frozenset({'no', 'high', 'yes'})","frozenset({'0', '1'})",0.16455696202531644,0.6658227848101266,0.11645569620253164,0.7076923076923077,1.06288388417666,1.0,0.006889921486941203,1.1432378414390407,0.07081686429512524,0.1631205673758865,0.12529137529137543,0.4412986253290436
289,"frozenset({'4', '0', '1'})",frozenset({'yes'}),0.13670886075949368,0.8734177215189873,0.12658227848101267,0.9259259259259259,1.0601180891035964,1.0,0.0071783368049992,1.708860759493671,0.06568914956011732,0.14326647564469913,0.4148148148148149,0.535426731078905
528,"frozenset({'low', '1'})","frozenset({'no', 'yes'})",0.6759493670886076,0.579746835443038,0.4151898734177215,0.6142322097378277,1.059483505879659,1.0,0.023310366928376847,1.089394125599115,0.1732564786585365,0.4939759036144578,0.08205857136410803,0.6651947074890012
524,"frozenset({'no', 'yes'})","frozenset({'low', '1'})",0.579746835443038,0.6759493670886076,0.4151898734177215,0.7161572052401747,1.059483505879659,1.0,0.023310366928376847,1.1416553067185977,0.13359535703790765,0.4939759036144578,0.12407887554585141,0.6651947074890012
730,"frozenset({'no', '4', 'yes', 'low'})",frozenset({'1'}),0.13164556962025317,0.7443037974683544,0.10379746835443038,0.7884615384615384,1.0593275771847201,1.0,0.005813170966191314,1.2087456846950517,0.06449548460499181,0.13442622950819672,0.17269611576542268,0.4639586603872318
119,"frozenset({'high', '0'})",frozenset({'yes'}),0.2708860759493671,0.8734177215189873,0.25063291139240507,0.9252336448598131,1.0593254774481917,1.0,0.014036212145489502,1.6930379746835442,0.07680976430976429,0.28045325779036834,0.40934579439252333,0.6060950832994718
175,"frozenset({'high', '1'})",frozenset({'yes'}),0.23544303797468355,0.8734177215189873,0.21772151898734177,0.9247311827956989,1.0587501947950755,1.0,0.012081397211985256,1.681735985533453,0.07257816109656554,0.24431818181818185,0.4053763440860212,0.5870032725572697
422,"frozenset({'high', 'low', '0'})",frozenset({'yes'}),0.2,0.8734177215189873,0.1848101265822785,0.9240506329113924,1.0579710144927537,1.0,0.010126582278481011,1.6666666666666676,0.06849315068493149,0.207977207977208,0.40000000000000036,0.5678224179049716
577,"frozenset({'1', 'low', '3', '0'})",frozenset({'no'}),0.2,0.7063291139240506,0.14936708860759493,0.7468354430379746,1.057347670250896,1.0,0.008101265822784809,1.1599999999999995,0.06779661016949151,0.19732441471571907,0.13793103448275823,0.4791524885440769
625,"frozenset({'4', '1'})","frozenset({'low', 'yes', '0'})",0.1518987341772152,0.7417721518987341,0.1189873417721519,0.7833333333333333,1.0560295790671217,1.0,0.0063130908508251815,1.1918208373904577,0.06255954271197199,0.15359477124183005,0.16094771241830078,0.4718714448236633
349,"frozenset({'no', 'yes'})","frozenset({'0', '1'})",0.579746835443038,0.6658227848101266,0.40759493670886077,0.703056768558952,1.0559217626645858,1.0,0.02158628424931902,1.1253909158600153,0.1260196063758138,0.486404833836858,0.11141987561201562,0.6576120344695902
353,"frozenset({'0', '1'})","frozenset({'no', 'yes'})",0.6658227848101266,0.579746835443038,0.40759493670886077,0.6121673003802282,1.0559217626645858,1.0,0.02158628424931902,1.0835939439066766,0.15847920195746285,0.486404833836858,0.077145082230061,0.6576120344695902
231,"frozenset({'high', 'low'})",frozenset({'yes'}),0.22784810126582278,0.8734177215189873,0.21012658227848102,0.9222222222222223,1.055877616747182,1.0,0.011120012818458591,1.6274864376130211,0.06853644084534867,0.23579545454545453,0.38555555555555604,0.581400966183575
496,"frozenset({'no', '4', 'yes'})",frozenset({'1'}),0.14177215189873418,0.7443037974683544,0.11139240506329114,0.7857142857142857,1.055636540330418,1.0,0.005870854029802919,1.1932489451476793,0.06141056583534462,0.14379084967320263,0.161951909476662,0.467687074829932
616,"frozenset({'4', 'low', '0', '1'})",frozenset({'yes'}),0.1291139240506329,0.8734177215189873,0.1189873417721519,0.9215686274509804,1.05512929809605,1.0,0.0062169524114725205,1.6139240506329127,0.05999505195447798,0.13467048710601717,0.3803921568627456,0.5289002557544757
507,"frozenset({'high', 'low'})","frozenset({'yes', '1'})",0.22784810126582278,0.6531645569620254,0.1569620253164557,0.6888888888888889,1.0546942291128336,1.0,0.008139721198525879,1.1148282097649185,0.0671602326811211,0.21678321678321677,0.103000811030008,0.46459948320413436
509,"frozenset({'no', 'high', 'yes'})",frozenset({'1'}),0.16455696202531644,0.7443037974683544,0.1291139240506329,0.7846153846153846,1.054160125588697,1.0,0.006633552315334093,1.1871609403254975,0.06149732620320867,0.16558441558441558,0.15765422696115772,0.4790423861852433
470,"frozenset({'3', 'low', '1'})",frozenset({'no'}),0.22784810126582278,0.7063291139240506,0.16962025316455695,0.7444444444444445,1.0539625647152528,1.0,0.008684505688190985,1.1491469455145846,0.06630780523611443,0.22185430463576158,0.12978927203065144,0.4922939068100358
405,"frozenset({'4', 'yes', '0'})",frozenset({'no'}),0.17721518987341772,0.7063291139240506,0.13164556962025317,0.7428571428571429,1.051715309779826,1.0,0.006473321583079644,1.1420534458509144,0.059763313609467544,0.1750841750841751,0.12438423645320208,0.4646185355862775
38,frozenset({'high'}),frozenset({'yes'}),0.30886075949367087,0.8734177215189873,0.28354430379746837,0.918032786885246,1.051081016868615,1.0,0.013779842973882406,1.544303797468357,0.0703165881737311,0.31549295774647884,0.3524590163934437,0.6213352340223331
497,"frozenset({'no', '4', '1'})",frozenset({'yes'}),0.12151898734177215,0.8734177215189873,0.11139240506329114,0.9166666666666666,1.0495169082125604,1.0,0.005255568017945841,1.5189873417721513,0.0537070998166099,0.12607449856733524,0.3416666666666664,0.5221014492753623
739,"frozenset({'no', '4'})","frozenset({'yes', 'low', '1'})",0.1670886075949367,0.5924050632911393,0.10379746835443038,0.6212121212121212,1.0486272986272986,1.0,0.004813331196923565,1.0760506329113924,0.055674994439913944,0.1583011583011583,0.07067570111048362,0.3982128982128982
407,"frozenset({'4', 'yes'})","frozenset({'no', '0'})",0.19240506329113924,0.6531645569620254,0.13164556962025317,0.6842105263157895,1.047531619747042,1.0,0.005973401698445763,1.0983122362869198,0.056185194116228604,0.1843971631205674,0.08951210142143676,0.44288045695634437
719,"frozenset({'2', 'yes', 'no'})","frozenset({'low', '1'})",0.1468354430379747,0.6759493670886076,0.10379746835443038,0.7068965517241379,1.0457832881312152,1.0,0.004544143566736089,1.1055845122859267,0.05131359918940424,0.14436619718309857,0.09550107758620667,0.4302273020792974
698,"frozenset({'low', '4', 'yes', '0'})",frozenset({'no'}),0.16455696202531644,0.7063291139240506,0.12151898734177215,0.7384615384615385,1.045492142266336,1.0,0.005287614164396742,1.1228592702903948,0.05208333333333345,0.16216216216216214,0.10941644562334235,0.4552522746071133
483,"frozenset({'3', '1'})","frozenset({'no', 'yes'})",0.26329113924050634,0.579746835443038,0.15949367088607594,0.6057692307692307,1.0448857910648304,1.0,0.006851466111200105,1.0660080271688792,0.05831015109365606,0.23333333333333328,0.061920759962928576,0.4404392005374538
181,"frozenset({'low', '1'})",frozenset({'no'}),0.6759493670886076,0.7063291139240506,0.49873417721518987,0.7378277153558052,1.0445947941417313,1.0,0.021291459701970827,1.120144665461121,0.13174175126903548,0.5644699140401146,0.1072581686684745,0.7219604526599814
182,frozenset({'no'}),"frozenset({'low', '1'})",0.7063291139240506,0.6759493670886076,0.49873417721518987,0.7060931899641577,1.0445947941417313,1.0,0.021291459701970827,1.1025625192960788,0.1453702082968667,0.5644699140401146,0.09302195340501779,0.7219604526599814
305,"frozenset({'high', '0'})","frozenset({'yes', '1'})",0.2708860759493671,0.6531645569620254,0.1848101265822785,0.6822429906542057,1.0445193073969428,1.0,0.0078769427976286,1.091511541325391,0.058457001522070125,0.25,0.08383927962343964,0.4825943635441571
653,"frozenset({'no', 'high'})","frozenset({'yes', '0', '1'})",0.189873417721519,0.5873417721518988,0.11645569620253164,0.6133333333333333,1.0442528735632182,1.0,0.00493510655343693,1.067219554779572,0.05230978260869545,0.1762452107279693,0.06298568507157448,0.4058045977011494
321,frozenset({'no'}),"frozenset({'1', 'low', '0'})",0.7063291139240506,0.6075949367088608,0.4481012658227848,0.6344086021505376,1.0441308243727598,1.0,0.018939272552475572,1.073343261355175,0.1439216832261836,0.5175438596491229,0.0683315990287894,0.6859543010752688
315,"frozenset({'1', 'low', '0'})",frozenset({'no'}),0.6075949367088608,0.7063291139240506,0.4481012658227848,0.7374999999999999,1.0441308243727598,1.0,0.018939272552475572,1.118746232670283,0.10770913067249868,0.5175438596491229,0.10614224137931015,0.6859543010752688
670,"frozenset({'no', 'yes', 'low'})","frozenset({'0', '1'})",0.5392405063291139,0.6658227848101266,0.37468354430379747,0.6948356807511737,1.0435745015084168,1.0,0.015644928697324145,1.0950730282375853,0.09062221562221562,0.45121951219512196,0.08681889315692144,0.6287866616683626
223,"frozenset({'4', 'yes'})",frozenset({'no'}),0.19240506329113924,0.7063291139240506,0.14177215189873418,0.736842105263158,1.0431993963403132,1.0,0.005870854029802919,1.115949367088608,0.05127630989699957,0.18729096989966554,0.1039019963702362,0.4687794755706471
732,"frozenset({'no', '4', 'low', '1'})",frozenset({'yes'}),0.11392405063291139,0.8734177215189873,0.10379746835443038,0.9111111111111111,1.0431561996779388,1.0,0.004294183624419162,1.4240506329113922,0.046689895470383255,0.1174785100286533,0.2977777777777777,0.514975845410628
702,"frozenset({'4', 'yes', '0'})","frozenset({'no', 'low'})",0.17721518987341772,0.6582278481012658,0.12151898734177215,0.6857142857142857,1.0417582417582418,1.0,0.00487101426053517,1.087456846950518,0.04871794871794871,0.1702127659574468,0.08042328042328056,0.4351648351648352
511,"frozenset({'no', 'high'})","frozenset({'yes', '1'})",0.189873417721519,0.6531645569620254,0.1291139240506329,0.6799999999999999,1.0410852713178294,1.0,0.005095337285691379,1.0838607594936704,0.04871323529411749,0.18085106382978722,0.07737226277372235,0.43883720930232556
627,"frozenset({'no', '4', '0', '1'})",frozenset({'yes'}),0.11139240506329114,0.8734177215189873,0.10126582278481013,0.9090909090909091,1.0408432147562583,1.0,0.0039737221599102784,1.392405063291139,0.04415954415954425,0.1146131805157593,0.28181818181818163,0.5125164690382081
495,frozenset({'4'}),"frozenset({'yes', 'low', '1'})",0.21772151898734177,0.5924050632911393,0.1341772151898734,0.6162790697674418,1.0403001391373483,1.0,0.0051978849543342365,1.062217107786728,0.04952066923123889,0.19850187265917602,0.05857287303192243,0.42138739813158416
707,"frozenset({'4', 'yes'})","frozenset({'no', 'low', '0'})",0.19240506329113924,0.6075949367088608,0.12151898734177215,0.631578947368421,1.0394736842105263,1.0,0.004614645088928046,1.0650994575045207,0.04702194357366761,0.1791044776119403,0.061120543293718035,0.4157894736842105
546,"frozenset({'4', 'yes'})","frozenset({'no', 'low'})",0.19240506329113924,0.6582278481012658,0.13164556962025317,0.6842105263157895,1.0394736842105263,1.0,0.004999198846338732,1.0822784810126584,0.04702194357366775,0.1830985915492958,0.07602339181286567,0.4421052631578948
172,"frozenset({'no', 'high'})",frozenset({'1'}),0.189873417721519,0.7443037974683544,0.1468354430379747,0.7733333333333333,1.039002267573696,1.0,0.005511937189552951,1.12807148175726,0.046336206896551685,0.18649517684887462,0.11353135313531357,0.4853061224489796
199,frozenset({'1'}),"frozenset({'no', 'yes'})",0.7443037974683544,0.579746835443038,0.4481012658227848,0.6020408163265306,1.038454683183317,1.0,0.0165934946322705,1.0560207724764687,0.14482295687195862,0.5115606936416185,0.053048930415539756,0.6874832902593352
